BlockId,Prediction,Confidence,Timestamp,Source_File,Severity
blk_-1162676743264290624,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-116589515245909549,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-1180596628202464893,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-11867600358649678,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-1197396592032418307,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-1201318815778694289,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-1227720343537039835,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-1233005817943453613,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-1236077201457689973,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-1237539644269634790,Anomaly,99.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-1250775350296476256,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-1259190292740306590,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-1263913006422225885,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-1271403908410292619,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-1278725622357466169,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-1281276222788579863,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-1282453782148343691,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-1305222006484630743,Anomaly,99.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-1306900105984505600,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-1312981516354612257,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-1331750856499198500,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-1332315107905285608,Anomaly,99.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-1335063409877429524,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-133919539232421451,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-1342669964196815853,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-1345585044778938153,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-1347057913082589493,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-1367876730256254709,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-1368324087589035770,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-1379379987510648393,Anomaly,99.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-1383276859207001328,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-1387034299358896632,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-1417908110808566576,Anomaly,99.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-1432303681669932458,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-1435656632270396446,Anomaly,99.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-1440254020029439248,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-1442905060580014339,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-1451819169209310732,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-1484647023667047838,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-1485109068671160157,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-1485317050914225917,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-1490623381339215624,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-1492402439215451727,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-1496429201748767714,Anomaly,99.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-1508527605812345693,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-1522107359378428427,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-1522998827901549925,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-1525964299678787959,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-1527267659500322006,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-1533191386601391937,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-1535908830476495455,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-1547954353065580372,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-1573544581830458089,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-1581605246928123722,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-1592043549272047369,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-1598760065436384831,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-1599621098605751235,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-1614641487214609125,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-1635752698830216319,Anomaly,99.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-1641081065757890722,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-1649239999940418046,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-165500353496111884,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-1657856234642335063,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-1661553043410372067,Anomaly,99.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-1674094254141559552,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-1675768179383804109,Anomaly,99.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-1680175975862749862,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-1680563440028826904,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-1690784932539647416,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-1693418636466747515,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-1704027189958470814,Anomaly,99.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-1727475099218615100,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-1728983474612515818,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-1732662141253491971,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-1733026139299872187,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-1733154814375651491,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-1733803097614960767,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-1750007847201154657,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-1751996688557225241,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-1753161039594546561,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-1754204887541031211,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-1755309160709170318,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-17685631368401548,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-1775264355226395799,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-178934379749864379,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-1798958443298220150,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-1800458850981311953,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-1821104627978106102,Anomaly,99.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-1842096107468319932,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-1846853350696018836,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-1849105860762445186,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-1851265222873801714,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-185994527242886002,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-1868325377308234190,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-1897524391075610396,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-190773840747023361,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-1910608563003942187,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-191333338640084691,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-1932467763723526131,Anomaly,99.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-1939956833921604216,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-1941312615450572331,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-1948505589144820414,Anomaly,99.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-1956140031907143783,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-1957299792594627113,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-1970947032352756307,Anomaly,99.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-2004529166303428909,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-2012430628930443984,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-2013946318750925538,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-2014243777892518956,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-2015110815660478655,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-2016403519138424998,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-2020273862360001901,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-2023442822091562967,Anomaly,99.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-2025578204394955498,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-2025617675484194470,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-20269367189114433,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-2032740670708110312,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-2035996502664501008,Anomaly,99.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-2051219911597308805,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-2068111211565768713,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-2073265102548439691,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-207775976836691685,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-2082401934988378573,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-2094397855762091248,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-2098161025946048013,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-210021574616486609,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-2117066166574895060,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-2125743956855238111,Anomaly,99.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-2129171714384027465,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-2141627858612526069,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-2144263949276079479,Anomaly,99.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-2151458111813215098,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-2192382893903170466,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-2194976790278647102,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-2210703755506918304,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-2225353020301959077,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-2230892279625104430,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-2242088550278361724,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-2243784245784480521,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-2250942073136893488,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-2268450354164990110,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-2268477281422551537,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-227411387418683230,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-2281067667503210140,Anomaly,99.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-2285729896739318683,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-2313277713021896570,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-2321016155994168744,Anomaly,99.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-2332150303475653460,Anomaly,99.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-2345355483730155757,Anomaly,99.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-23492739449820023,Anomaly,99.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-2402036602753320612,Anomaly,99.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-2421414377433740760,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-2425070029518924403,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-2439225174716664723,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-2445347158368483245,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-2451769929123196359,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-2452477352812192142,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-2466006073687914843,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-2480595760294717232,Anomaly,99.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-2492400942012223395,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-2506231977021079951,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-2518425063392446785,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-2530087534157630851,Anomaly,99.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-253282915050290778,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-2541428592126088938,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-2557432794238860908,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-2583370070230800221,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-2589662411410634043,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-2591043665372016488,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-2600305892036631113,Anomaly,99.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-2654726224018724510,Anomaly,99.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-265588615173040885,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-2656323385657954732,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-26568864070436835,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-2658615574293326723,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-2667669005094349452,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-2680500627064966252,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-2722768686407017386,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-272707591443354058,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-2746863406163228797,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-2780312306380730204,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-2794533871450434534,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-2808875502459981198,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-2826763604408365998,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-2827716238972737794,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-2834195813213005328,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-28342503914935090,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-2843780069100181052,Anomaly,99.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-2852294661215451806,Anomaly,99.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-2856928563366064757,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-2890295200276774269,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-2895171018912807248,Anomaly,99.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-2896670847306153652,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-2901225370888235702,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-2901266958756042716,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-2907776069874917892,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-290874442865281380,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-2916658835497879256,Anomaly,99.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-2918118818249673980,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-2923662094689783995,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-2929627680703662712,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-2934265883100282310,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-2935178173527646581,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-295306975763175640,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-29548654251973735,Anomaly,99.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-2959268996938658555,Anomaly,99.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-2975629975082443857,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-2989288139685694818,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-3010126661650043258,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-3023983271692989109,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-3025440686907267472,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-3055230140330616860,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-305633040016166849,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-3056652732896088330,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-309134958179110212,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-3091906986951252347,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-3134225108208373949,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-3140031507252212554,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-3140754468249228022,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-3152434225121092058,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-3157541550945505354,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-3170270010972115378,Anomaly,99.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-3172594752427649592,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-3183355402229300197,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-3184700311670257792,Anomaly,99.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-3187293586306086277,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-3225035678192156905,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-3228470001178394592,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-323838382557775734,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-3242342105286997235,Anomaly,100.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-3249711809227781266,Anomaly,99.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
blk_-3253005280055520211,Anomaly,99.0,2026-05-22 13:18:24,HDFS_2k_test2.csv,CRITICAL
